0|bn-multi|rm
1|bn-multi|03042
2|bn-multi|00737
3|bn-multi|01232
4|bn-multi|02194
5|bn-multi|3108
6|bn-multi|3713
7|bn-multi|1010
8|bn-multi|00779
9|bn-multi|9169
10|bn-multi|4046
11|bn-multi|5958
12|bn-multi|01701
13|bn-multi|4811
14|bn-multi|0834
15|bn-multi|3958
